"""SIREN""","""NIC""","""L1_NORMALISEE""","""L2_NORMALISEE""","""L3_NORMALISEE""","""L4_NORMALISEE""","""L5_NORMALISEE""","""L6_NORMALISEE""","""L7_NORMALISEE""","""L1_DECLAREE""","""L2_DECLAREE""","""L3_DECLAREE""","""L4_DECLAREE""","""L5_DECLAREE""","""L6_DECLAREE""","""L7_DECLAREE""","""NUMVOIE""","""INDREP""","""TYPVOIE""","""LIBVOIE""","""CODPOS""","""CEDEX""","""RPET""","""LIBREG""","""DEPET""","""ARRONET""","""CTONET""","""COMET""","""LIBCOM""","""DU""","""TU""","""UU""","""EPCI""","""TCD""","""ZEMET""","""SIEGE""","""ENSEIGNE""","""IND_PUBLIPO""","""DIFFCOM""","""AMINTRET""","""NATETAB""","""LIBNATETAB""","""APET700""","""LIBAPET""","""DAPET""","""TEFET""","""LIBTEFET""","""EFETCENT""","""DEFET""","""ORIGINE""","""DCRET""","""DDEBACT""","""ACTIVNAT""","""LIEUACT""","""ACTISURF""","""SAISONAT""","""MODET""","""PRODET""","""PRODPART""","""AUXILT""","""NOMEN_LONG""","""SIGLE""","""NOM""","""PRENOM""","""CIVILITE""","""RNA""","""NICSIEGE""","""RPEN""","""DEPCOMEN""","""ADR_MAIL""","""NJ""","""LIBNJ""","""APEN700""","""LIBAPEN""","""DAPEN""","""APRM""","""ESS""","""DATEESS""","""TEFEN""","""LIBTEFEN""","""EFENCENT""","""DEFEN""","""CATEGORIE""","""DCREN""","""AMINTREN""","""MONOACT""","""MODEN""","""PRODEN""","""ESAANN""","""TCA""","""ESAAPEN""","""ESASEC1N""","""ESASEC2N""","""ESASEC3N""","""ESASEC4N""","""VMAJ""","""VMAJ1""","""VMAJ2""","""VMAJ3""","""DATEMAJ""","""EVE""","""DATEVE""","""TYPCREH""","""DREACTET""","""DREACTEN""","""MADRESSE""","""MENSEIGNE""","""MAPET""","""MPRODET""","""MAUXILT""","""MNOMEN""","""MSIGLE""","""MNICSIEGE""","""MNJ""","""MAPEN""","""MPRODEN""","""SIRETPS""","""TEL"""
501574644,00016,ASSOCIATION PHILATELIQUE CROISIENNE,,,89 BOULEVARD EMILE ZOLA,,59170 CROIX,FRANCE,ASSOCIATION PHILATELIQUE CROISIENNE,,,89 BD EMILE ZOLA,,59170 CROIX,,89,,BD,EMILE ZOLA,59170,,32,Hauts-de-France,59,5,13,163,CROIX,59,7,02,245900410,41,3110,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,00,0 salarié,NN,2005,1,20050423,20050423,,,,P,S,N,,0,ASSOCIATION PHILATELIQUE CROISIENNE,,,,,W595001820,00016,32,59163,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,00,0 salarié,NN,2005,,20050423,201209,,S,N,,,,,,,,E,,,,2017-08-11T11:40:18,SS,20170301,,,,,,,,,,,,,,,,
502700206,00019,VERT TIGE JARDIN,,,12 RUE DE L ABEILLE,,66450 POLLESTRES,FRANCE,VERT-TIGE JARDIN,,,12 RUE DE L'ABEILLE,,66450 POLLESTRES,,12,,RUE,DE L'ABEILLE,66450,,76,Occitanie,66,2,01,144,POLLESTRES,66,1,15,200027183,21,9115,1,,1,O,201209,,,9609Z,Autres services personnels n.c.a.,2008,01,1 ou 2 salariés,1,2015,1,20080121,20080121,,,,P,S,O,,0,VERT-TIGE JARDIN,,,,,W662002651,00019,76,66144,,9220,Association déclarée ,9609Z,Autres services personnels n.c.a.,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,20080121,201209,1,S,O,,,,,,,,E,,,,2017-08-11T15:49:15,SS,20170321,,,,,,,,,,,,,,,,
508694544,00018,ASS DEVELOPP L ENS ALLEMAND FRANCE,,,18 RUE DU CAMP DE CHEVAL,,70000 FROTEY LES VESOUL,FRANCE,ASS DEVELOPP L ENS ALLEMAND FRANCE,,,18 RUE DU CAMP DE CHEVAL,,70000 FROTEY LES VESOUL,,18,,RUE,DU CAMP DE CHEVAL,70000,,27,Bourgogne-Franche-Comté,70,2,16,261,FROTEY LES VESOUL,70,4,01,247000011,13,4309,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2002,00,0 salarié,0,2010,1,20020228,20020228,,,,P,S,N,,0,ASSOCIATION POUR LE DEVELOPPEMENT DE L ENSEIGNEMENT DE ALLEMAND EN FRANCE,ADEAF,,,,,00018,27,70261,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2002,,O,20160101,00,0 salarié,0,2010,PME,20020228,201209,1,S,N,,,,,,,,E,,,,2017-08-11T08:31:36,STS,20161020,,,,,,,,,,,,,,,,
508694544,00026,ASS DEVELOPP L ENS ALLEMAND FRANCE,ADEAF,,17 RUE PIERRE MENDES FRANCE,,60870 BRENOUILLE,FRANCE,ASS DEVELOPP L ENS ALLEMAND FRANCE,ADEAF,,17 RUE PIERRE MENDES FRANCE,,60870 BRENOUILLE,,17,,RUE,PIERRE MENDES FRANCE,60870,,32,Hauts-de-France,60,2,18,102,BRENOUILLE,60,6,01,246000921,15,0056,1,,1,O,201708,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2016,00,0 salarié,NN,2016,1,20161020,20161020,,,,P,S,N, ,0,ASSOCIATION POUR LE DEVELOPPEMENT DE L ENSEIGNEMENT DE ALLEMAND EN FRANCE,ADEAF,,,,,00026,32,60102,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2002,,O,20160101,00,0 salarié,0,2010,PME,20020228,201209,1,S,N,,,,,,,,C,,,,2017-08-11T08:31:36,CTS,20161020,5,,,,,,,,0,0,1,0,0,,50869454400018,
517913695,00022,STUDIOCHIC,CHEZ M GELMI,,6 RUE JEANNE BERTHELIER,,03380 HURIEL,FRANCE,STUDIOCHIC,,CHEZ M GELMI,6 RUE JEANNE BERTHELIER,,03380 HURIEL,,6,,RUE,JEANNE BERTHELIER,03380,,84,Auvergne-Rhône-Alpes,03,1,07,128,HURIEL,,0,,240300657,16,8301,1,,1,O,201209,,,9001Z,Arts du spectacle vivant,2010,00,0 salarié,NN,2010,1,20101130,20101130,,,,P,S,N,,0,STUDIOCHIC,,,,,W031000941,00022,84,03128,,9220,Association déclarée ,9001Z,Arts du spectacle vivant,2005,,O,20160101,01,1 ou 2 salariés,1,2010,PME,20051110,201209,1,S,N,,,,,,,,E,,,,2017-08-11T17:00:47,SS,20161231,,,,,,,,,,,,,,,,
518926472,00011,ASS TAMA,,,COMBANI,BP 19,97680 TSINGONI,FRANCE,ASS TAMA,,,BP 19 COMBANI,,97680 TSINGONI,,,,,BP 19 COMBANI,97680,,06,Mayotte,97,6,613,617,TSINGONI,9F,2,09,200059871,,0601,1,,1,O,201209,,,8899B,Action sociale sans hébergement n.c.a.,2003,21,50 à 99 salariés,NN,2003,1,20030205,20030205,,,,P,S,N,,0,ASS TAMA,,,,,W9T1001214,00011,06,97617,,9220,Association déclarée ,8899B,Action sociale sans hébergement n.c.a.,2003,,O,20160101,21,50 à 99 salariés,NN,2003,,20030205,201209,1,S,N,,,,,,,,I,,,,2017-08-11T14:55:29,MS,20170628,,,,,,,,,,,,,,,,
518926472,00011,ASSOCIATION MLEZI MAORE,CAVANI,,6 RUE DES CHAMPS FLEURIS,BP 19,97680 TSINGONI,FRANCE,ASSOCIATION MLEZI MAORE,,CAVANI,6 RUE JARDIN FLEURI,BP 19,97680 TSINGONI,,6,,RUE,JARDIN FLEURI,97680,,06,Mayotte,97,6,613,617,TSINGONI,9F,2,09,200059871,,0601,1,,1,O,201209,,,8899B,Action sociale sans hébergement n.c.a.,2003,21,50 à 99 salariés,NN,2003,1,20030205,20030205,,,,P,S,N, ,0,ASSOCIATION MLEZI MAORE,,,,,W9T1001214,00011,06,97617,,9220,Association déclarée ,8899B,Action sociale sans hébergement n.c.a.,2003,,O,20160101,21,50 à 99 salariés,NN,2003,,20030205,201209,1,S,N,,,,,,,,F,0,0,0,2017-08-11T14:55:29,MS,20170628,,,,1,0,0,0,0,1,0,0,0,0,0,,0269616400
518926472,00029,ASS TAMA,SESSAD TOIOUSSI,CAVANI,6 RUE DU JARDIN FLEURI,,97600 MAMOUDZOU,,ASS TAMA,SESSAD TOIOUSSI,CAVANI,6 RUE DU JARDIN FLEURI,,97600 MAMOUDZOU,,6,,RUE,DU JARDIN FLEURI,97600,,06,Mayotte,97,6,699,611,MAMOUDZOU,9F,5,01,200060457,,0601,0,SESSAD TOIOUSSI,1,O,201701,,,8891B,Accueil ou accompagnement sans hébergement d'enfants handicapés,2016,12,20 à 49 salariés,NN,2016,1,20161201,20161201,,,,P,S,O,,0,ASS TAMA,,,,,W9T1001214,00011,06,97617,,9220,Association déclarée ,8899B,Action sociale sans hébergement n.c.a.,2003,,O,20160101,21,50 à 99 salariés,NN,2003,,20030205,201209,1,S,N,,,,,,,,I,,,,2017-08-11T14:22:12,MU,20170628,,,,,,,,,,,,,,,,
518926472,00029,ASSOCIATION MLEZI MAORE,SESSAD TOIOUSSI,CAVANI,6 RUE DU JARDIN FLEURI,,97600 MAMOUDZOU,,ASSOCIATION MLEZI MAORE,SESSAD TOIOUSSI,CAVANI,6 RUE DU JARDIN FLEURI,,97600 MAMOUDZOU,,6,,RUE,DU JARDIN FLEURI,97600,,06,Mayotte,97,6,699,611,MAMOUDZOU,9F,5,01,200060457,,0601,0,SESSAD TOIOUSSI,1,O,201701,,,8891B,Accueil ou accompagnement sans hébergement d'enfants handicapés,2016,12,20 à 49 salariés,NN,2016,1,20161201,20161201,,,,P,S,O, ,0,ASSOCIATION MLEZI MAORE,,,,,W9T1001214,00011,06,97617,,9220,Association déclarée ,8899B,Action sociale sans hébergement n.c.a.,2003,,O,20160101,21,50 à 99 salariés,NN,2003,,20030205,201209,1,S,N,,,,,,,,F,0,0,0,2017-08-11T14:22:12,MU,20170628,,,,1,0,0,0,0,1,0,0,0,0,0,,
518926472,00037,ASS TAMA,CAMPS TOIOUSSI,,69 RUE DU MANGUIER,,97600 MAMOUDZOU,,ASS TAMA,CAMPS TOIOUSSI,,69 RUE DU MANGUIER,,97600 MAMOUDZOU,,69,,RUE,DU MANGUIER,97600,,06,Mayotte,97,6,699,611,MAMOUDZOU,9F,5,01,200060457,,0601,0,CAMPS TOIOUSSI,1,O,201701,,,8899B,Action sociale sans hébergement n.c.a.,2016,01,1 ou 2 salariés,NN,2016,1,20161201,20161201,,,,P,S,N,,0,ASS TAMA,,,,,W9T1001214,00011,06,97617,,9220,Association déclarée ,8899B,Action sociale sans hébergement n.c.a.,2003,,O,20160101,21,50 à 99 salariés,NN,2003,,20030205,201209,1,S,N,,,,,,,,I,,,,2017-08-11T14:22:12,MU,20170628,,,,,,,,,,,,,,,,
518926472,00037,ASSOCIATION MLEZI MAORE,CAMPS TOIOUSSI,,69 RUE DU MANGUIER,,97600 MAMOUDZOU,,ASSOCIATION MLEZI MAORE,CAMPS TOIOUSSI,,69 RUE DU MANGUIER,,97600 MAMOUDZOU,,69,,RUE,DU MANGUIER,97600,,06,Mayotte,97,6,699,611,MAMOUDZOU,9F,5,01,200060457,,0601,0,CAMPS TOIOUSSI,1,O,201701,,,8899B,Action sociale sans hébergement n.c.a.,2016,01,1 ou 2 salariés,NN,2016,1,20161201,20161201,,,,P,S,N, ,0,ASSOCIATION MLEZI MAORE,,,,,W9T1001214,00011,06,97617,,9220,Association déclarée ,8899B,Action sociale sans hébergement n.c.a.,2003,,O,20160101,21,50 à 99 salariés,NN,2003,,20030205,201209,1,S,N,,,,,,,,F,0,0,0,2017-08-11T14:22:12,MU,20170628,,,,1,0,0,0,0,1,0,0,0,0,0,,
518926472,00045,ASS TAMA,IME TOIOUSSI,CAVANI,6 RUE DU JARDIN FLEURI,,97600 MAMOUDZOU,,ASS TAMA,IME TOIOUSSI,CAVANI,6 RUE DU JARDIN FLEURI,,97600 MAMOUDZOU,,6,,RUE,DU JARDIN FLEURI,97600,,06,Mayotte,97,6,699,611,MAMOUDZOU,9F,5,01,200060457,,0601,0,IME TOIOUSSI,1,O,201701,,,8710B,Hébergement médicalisé pour enfants handicapés,2016,21,50 à 99 salariés,NN,2016,1,20161201,20161201,,,,P,S,N,,0,ASS TAMA,,,,,W9T1001214,00011,06,97617,,9220,Association déclarée ,8899B,Action sociale sans hébergement n.c.a.,2003,,O,20160101,21,50 à 99 salariés,NN,2003,,20030205,201209,1,S,N,,,,,,,,I,,,,2017-08-11T14:22:12,MU,20170628,,,,,,,,,,,,,,,,
518926472,00045,ASSOCIATION MLEZI MAORE,IME TOIOUSSI,CAVANI,6 RUE DU JARDIN FLEURI,,97600 MAMOUDZOU,,ASSOCIATION MLEZI MAORE,IME TOIOUSSI,CAVANI,6 RUE DU JARDIN FLEURI,,97600 MAMOUDZOU,,6,,RUE,DU JARDIN FLEURI,97600,,06,Mayotte,97,6,699,611,MAMOUDZOU,9F,5,01,200060457,,0601,0,IME TOIOUSSI,1,O,201701,,,8710B,Hébergement médicalisé pour enfants handicapés,2016,21,50 à 99 salariés,NN,2016,1,20161201,20161201,,,,P,S,N, ,0,ASSOCIATION MLEZI MAORE,,,,,W9T1001214,00011,06,97617,,9220,Association déclarée ,8899B,Action sociale sans hébergement n.c.a.,2003,,O,20160101,21,50 à 99 salariés,NN,2003,,20030205,201209,1,S,N,,,,,,,,F,0,0,0,2017-08-11T14:22:12,MU,20170628,,,,1,0,0,0,0,1,0,0,0,0,0,,
519866347,00031,AUTOPARTAGE BESANCON,CITIZ BESANCON,,10 RUE PABLO PICASSO,,25000 BESANCON,,AUTOPARTAGE BESANCON,CITIZ BESANCON,,10 RUE PABLO PICASSO,,25000 BESANCON,,10,,RUE,PABLO PICASSO,25000,,27,Bourgogne-Franche-Comté,25,1,99,056,BESANCON,25,6,02,242500361,61,4301,1,,1,O,201706,,,7711A,Location de courte durée voitures & véhicules auto. légers,2016,01,1 ou 2 salariés,NN,2016,1,20161027,20161027,,,,P,S,O,,0,AUTOPARTAGE BESANCON,,,,,,00031,27,25056,,5560,Autre SA coopérative à conseil d'administration ,7711A,Location de courte durée voitures & véhicules auto. légers,2010,,O,20160101,01,1 ou 2 salariés,1,2015,PME,20091223,201209,1,S,O,,,,,,,,I,,,,2017-08-11T03:56:47,MS,20170630,,,,,,,,,,,,,,,,
519866347,00031,AUTOPARTAGE BOURGOGNE FRANCHE COMTE,CITIZ BESANCON,,10 RUE PABLO PICASSO,,25000 BESANCON,,AUTOPARTAGE BOURGOGNE FRANCHE COMTE,CITIZ BESANCON,,10 RUE PABLO PICASSO,,25000 BESANCON,,10,,RUE,PABLO PICASSO,25000,,27,Bourgogne-Franche-Comté,25,1,99,056,BESANCON,25,6,02,242500361,61,4301,1,,1,O,201706,,,7711A,Location de courte durée voitures & véhicules auto. légers,2016,01,1 ou 2 salariés,NN,2016,1,20161027,20161027,,,,P,S,O, ,0,AUTOPARTAGE BOURGOGNE FRANCHE COMTE,,,,,,00031,27,25056,,5560,Autre SA coopérative à conseil d'administration ,7711A,Location de courte durée voitures & véhicules auto. légers,2010,,O,20160101,01,1 ou 2 salariés,1,2015,PME,20091223,201209,1,S,O,,,,,,,,F,0,0,0,2017-08-11T03:56:47,MS,20170630,,,,1,0,0,0,0,1,0,0,0,0,0,,0388237347
523744837,00015,OCTOCODE,,,13 RUE JOSEPH LAKANAL,,31000 TOULOUSE,FRANCE,OCTOCODE,,,13 RUE LAKANAL,,31000 TOULOUSE,,13,,RUE,LAKANAL,31000,,76,Occitanie,31,3,99,555,TOULOUSE,31,7,01,243100518,72,0061,1,,1,O,201209,,,9003B,Autre création artistique,2010,00,0 salarié,NN,2010,1,20100421,20100421,,,,P,S,N,,0,OCTOCODE,,,,,W313014010,00015,76,31555,,9220,Association déclarée ,9003B,Autre création artistique,2010,,O,20160101,00,0 salarié,NN,2010,,20100421,201209,,S,N,,,,,,,,E,,,,2017-08-11T16:46:00,STS,20170215,,,,,,,,,,,,,,,,
523744837,00023,OCTOCODE,,,30 RUE DES JUMEAUX,,31200 TOULOUSE,FRANCE,OCTOCODE,,,30 RUE DES JUMEAUX,,31200 TOULOUSE,,30,,RUE,DES JUMEAUX,31200,,76,Occitanie,31,3,99,555,TOULOUSE,31,7,01,243100518,72,0061,1,,1,O,201708,,,9003B,Autre création artistique,2017,00,0 salarié,NN,2017,1,20170215,20170215,,,,P,S,N, ,0,OCTOCODE,,,,,W313014010,00023,76,31555,,9220,Association déclarée ,9003B,Autre création artistique,2010,,O,20160101,00,0 salarié,NN,2010,,20100421,201209,,S,N,,,,,,,,C,,,,2017-08-11T16:46:00,CTS,20170215,5,,,,,,,,0,0,1,0,0,,52374483700015,0660195155
523842789,00027,JUDO CLUB HERBLINOIS,MME VALERIE BOUDER,,8 RUE DE CHARENTE,,44800 ST HERBLAIN,FRANCE,JUDO CLUB HERBLINOIS,,MME BOUDER VALERIE,8 RUE DE CHARENTE,,44800 SAINT HERBLAIN,,8,,RUE,DE CHARENTE,44800,,52,Pays de la Loire,44,2,98,162,SAINT HERBLAIN,44,7,01,244400404,44,5203,1,,1,O,201309,,,9312Z,Activités de clubs de sports,2012,01,1 ou 2 salariés,1,2015,1,20121205,20121205,,,,P,S,N,,0,JUDO CLUB HERBLINOIS,,,,,W442005817,00027,52,44162,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2010,,O,20160101,01,1 ou 2 salariés,1,2015,PME,20100622,201209,1,S,N,,,,,,,,E,,,,2017-08-11T10:12:41,SU,20170831,,,,,,,,,,,,,,,,
524111812,00029,LA COMPAGNIE UBISCUS,,,3 PLACE OCTAVE CHANUTE,,75020 PARIS,FRANCE,LA COMPAGNIE UBISCUS,,,3 PL OCTAVE CHANUTE,,75020 PARIS 20,,3,,PL,OCTAVE CHANUTE,75020,,11,Île-de-France,75,1,,120,PARIS 20,00,8,51,200054781,80,1101,1,,1,O,201209,,,9001Z,Arts du spectacle vivant,2010,00,0 salarié,0,2011,NR,20101006,20101006,,,,P,S,N,,0,LA COMPAGNIE UBISCUS,,,,,W751189815,00029,11,75120,,9220,Association déclarée ,9001Z,Arts du spectacle vivant,2009,,O,20160101,00,0 salarié,0,2011,PME,20090115,201209,1,S,N,,,,,,,,E,,,,2017-08-11T17:04:23,SS,20170725,,,,,,,,,,,,,,,,
529837288,00016,PREHISTOASSOCIATION,,IMMEUBLE LE LE SOLENICE,42 RUE ARSON,,06300 NICE,FRANCE,PREHISTOASSOCIATION,,IMMEUBLE LE LE SOLENICE,42 RUE ARSON,,06300 NICE,,42,,RUE,ARSON,06300,,93,Provence-Alpes-Côte d'Azur,06,2,99,088,NICE,06,7,01,200030195,72,9307,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2010,00,0 salarié,NN,2010,1,20100427,20100427,99,99,,P,S,N,,0,PREHISTOASSOCIATION,,,,,W062003535,00016,93,06088,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2010,,O,20160101,00,0 salarié,NN,2010,,20100427,201209,1,S,N,,,,,,,,E,,,,2017-08-11T11:43:21,STS,20170501,,,,,,,,,,,,,,,,
529837288,00024,PREHISTOASSOCIATION,,RESIDENCE LE RUBENS,9 BOULEVARD DE RIQUIER,,06300 NICE,FRANCE,PREHISTOASSOCIATION,,LE RUBENS,9 BD DE RIQUIER,,06300 NICE,,9,,BD,DE RIQUIER,06300,,93,Provence-Alpes-Côte d'Azur,06,2,99,088,NICE,06,7,01,200030195,72,9307,1,,1,O,201708,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2017,00,0 salarié,NN,2017,1,20170501,20170501,,,,P,S,N, ,0,PREHISTOASSOCIATION,,,,,W062003535,00024,93,06088,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2010,,O,20160101,00,0 salarié,NN,2010,,20100427,201209,1,S,N,,,,,,,,C,,,,2017-08-11T11:43:21,CTS,20170501,5,,,,,,,,0,0,1,0,0,,52983728800016,
754012334,00019,FIZED MONT BLANC EDITIONS,,,50 RONDE DES VARDACHES,,74190 PASSY,FRANCE,FIZED MONT BLANC EDITIONS,,,50 RONDE DES VARDACHES,,74190 PASSY,,50,,,RONDE DES VARDACHES,74190,,84,Auvergne-Rhône-Alpes,74,2,10,208,PASSY,00,4,62,200034882,31,8221,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2012,00,0 salarié,NN,2012,1,20120820,20120820,,,,P,S,N,,0,FIZED MONT BLANC EDITIONS,FIZED,,,,W742002207,00019,84,74208,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2012,,O,20160101,00,0 salarié,NN,2012,,20120820,201209,,S,N,,,,,,,,E,,,,2017-08-11T17:05:22,SS,20140101,,,,,,,,,,,,,,,,
776144206,00039,JUDO CLUB CERETAN,,,18 AVENUE MICHEL SAGELOLI,,66400 CERET,FRANCE,JUDO CLUB CERETAN,,,18 AV MICHEL SAGELOLI,,66400 CERET,,18,,AV,MICHEL SAGELOLI,66400,,76,Occitanie,66,1,17,049,CERET,66,3,02,246600373,22,9114,1,,1,O,201209,,,9312Z,Activités de clubs de sports,2008,01,1 ou 2 salariés,1,2015,9,20040901,20040901,NR,99,,P,S,N,,0,JUDO CLUB CERETAN,,,,,W661000404,00039,76,66049,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19860314,201209,1,S,N,,,,,,,,E,,,,2017-08-11T16:50:05,STS,20170701,,,,,,,,,,,,,,,,
776144206,00047,JUDO CLUB CERETAN,STADE FONT CALDA,,LIEU DIT FONT CALDE,,66400 CERET,FRANCE,JUDO CLUB CERETAN,,STADE FONT CALDA,FOUNT CALDE,,66400 CERET,,,,,FOUNT CALDE,66400,,76,Occitanie,66,1,17,049,CERET,66,3,02,246600373,22,9114,1,,1,O,201708,,,9312Z,Activités de clubs de sports,2017,01,1 ou 2 salariés,NN,2017,1,20170701,20170701,,,,P,S,N, ,0,JUDO CLUB CERETAN,,,,,W661000404,00047,76,66049,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19860314,201209,1,S,N,,,,,,,,C,,,,2017-08-11T16:50:05,CTS,20170701,5,,,,,,,,0,0,1,0,0,,77614420600039,0609532077
777363060,00024,OFFICE DE TOURISME PAYS DE DINAN,,,9 RUE DU CHATEAU,,22100 DINAN,FRANCE,OFFICE DE TOURISME PAYS DE DINAN,,,9 RUE DU CHATEAU,,22100 DINAN,,9,,RUE,DU CHATEAU,22100,,53,Bretagne,22,1,04,050,DINAN,22,4,02,200068989,31,5301,1,,1,O,201209,,,7990Z,Autres services de réservation et activités connexes,2008,03,6 à 9 salariés,6,2015,9,20011211,20011211,NR,99,,P,S,O,,0,OFFICE DE TOURISME PAYS DE DINAN,,,,,W221001339,00024,53,22050,,9220,Association déclarée ,7990Z,Autres services de réservation et activités connexes,2008,,O,20160101,03,6 à 9 salariés,6,2015,PME,19000101,201209,1,S,O,,,,,,,,I,,,,2017-08-11T08:37:00,MS,20170704,,,,,,,,,,,,,,,,
777363060,00024,DINAN CAP FREHEL TOURISME,,,9 RUE DU CHATEAU,,22100 DINAN,FRANCE,DINAN - CAP FREHEL TOURISME,,,9 RUE DU CHATEAU,,22100 DINAN,,9,,RUE,DU CHATEAU,22100,,53,Bretagne,22,1,04,050,DINAN,22,4,02,200068989,31,5301,1,,1,O,201209,,,7990Z,Autres services de réservation et activités connexes,2008,03,6 à 9 salariés,6,2015,9,20011211,20011211,NR,99,,P,S,O, ,0,DINAN - CAP FREHEL TOURISME,,,,,W221001339,00024,53,22050,,9220,Association déclarée ,7990Z,Autres services de réservation et activités connexes,2008,,O,20160101,03,6 à 9 salariés,6,2015,PME,19000101,201209,1,S,O,,,,,,,,F,0,0,0,2017-08-11T08:37:00,MS,20170704,,,,1,0,0,0,0,1,0,0,0,0,0,,0296876976
779145762,00026,GROUP DEFEN SANIT BETAIL HTE LOIRE,,IMMEUBLE INTERCONSULAIRE,16 BOULEVARD PRESIDENT BERTRAND,,43750 VALS PRES LE PUY,FRANCE,GROUP DEFEN SANIT BETAIL HTE LOIRE,,IMMEUBLE INTERCONSULAIRE,16 BD PRESIDENT BERTRAND,,43750 VALS PRES LE PUY,,16,,BD,PRESIDENT BERTRAND,43750,,84,Auvergne-Rhône-Alpes,43,2,12,251,VALS PRES LE PUY,43,4,01,200073419,17,8308,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,11,10 à 19 salariés,10,2015,9,19881129,19881129,NR,99,,P,S,O,,0,GROUP DEFEN SANIT BETAIL HTE LOIRE,,,,,,00026,84,43251,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,11,10 à 19 salariés,10,2015,PME,19000101,201209,1,S,O,,,,,,,,I,,,,2017-08-11T08:40:15,MTDE,20170622,,,,,,,,,,,,,,,,
779145762,00026,GROUP DEFEN SANIT BETAIL HTE LOIRE,,IMMEUBLE INTERCONSULAIRE,16 BD PRESIDENT BERTRAND,,43750 VALS PRES LE PUY,,GROUP DEFEN SANIT BETAIL HTE LOIRE,,IMMEUBLE INTERCONSULAIRE,16 BD PRESIDENT BERTRAND,,43750 VALS PRES LE PUY,,16,,BD,PRESIDENT BERTRAND,43750,,84,Auvergne-Rhône-Alpes,43,2,12,251,VALS PRES LE PUY,43,4,01,200073419,17,8308,0,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,11,10 à 19 salariés,10,2015,9,19881129,19881129,NR,99,,P,S,O, ,0,GROUP DEFEN SANIT BETAIL HTE LOIRE,,,,,,00042,84,43251,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,11,10 à 19 salariés,10,2015,PME,19000101,201209,1,S,O,,,,,,,,F,0,0,0,2017-08-11T08:40:15,MTDE,20170622,,,,0,0,0,0,0,0,0,1,0,0,0,,
779145762,00042,GROUP DEFEN SANIT BETAIL HTE LOIRE,,,80 B AVENUE DE VALS,,43750 VALS PRES LE PUY,FRANCE,GROUP DEFEN SANIT BETAIL HTE LOIRE,,,80 B AV DE VALS,,43750 VALS PRES LE PUY,,80,B,AV,DE VALS,43750,,84,Auvergne-Rhône-Alpes,43,2,12,251,VALS PRES LE PUY,43,4,01,200073419,17,8308,0,,1,O,201708,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2017,11,10 à 19 salariés,NN,2017,1,20170622,20170622,,,,P,S,O, ,0,GROUP DEFEN SANIT BETAIL HTE LOIRE,,,,,,00026,84,43251,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,11,10 à 19 salariés,10,2015,PME,19000101,201209,1,S,O,,,,,,,,I,,,,2017-08-11T08:40:15,MTAS,20170622,,,,,,,,,,,,,,,,
